YEAR,RESP_BAT_ID,BAT_FLD_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1977,pacit001,11,34,32,6,7,1,0,0,0,2,0,0,11,0,0,0,2,0
1977,pagem001,7,540,458,138,234,26,8,18,0,70,70,6,88,6,5,4,3,0
1977,pagem001,9,18,15,8,16,2,0,2,0,2,3,0,2,0,0,0,0,0
1977,pagem001,10,29,23,6,9,0,0,1,0,2,5,0,4,1,1,0,0,0
1977,pagem001,11,5,5,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0
1977,papis101,5,40,39,8,12,2,1,0,0,4,1,0,9,1,0,0,0,0
1977,papis101,6,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,parkd001,9,705,637,215,338,44,8,21,1,88,57,12,107,7,7,0,4,0
1977,parkd001,11,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1977,parrl001,2,51,46,9,20,2,0,3,0,7,5,0,12,2,0,0,0,0
1977,parrl002,5,434,387,95,146,17,2,10,0,41,37,9,69,11,4,3,3,0
1977,parrl002,11,15,15,4,9,2,0,1,0,5,0,0,2,0,0,0,0,0
1977,paslk101,2,18,16,6,6,0,0,0,0,2,1,0,2,0,0,1,0,0
1977,patef101,6,563,497,130,183,26,6,5,0,60,41,2,84,6,5,13,7,0
1977,pentg101,1,13,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
1977,perem101,4,360,325,79,109,14,5,2,0,18,25,0,55,6,3,6,1,0
1977,perem101,5,52,47,8,8,0,0,0,0,5,3,0,10,3,0,1,1,0
1977,perem101,6,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1977,perem101,11,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,peret001,3,627,553,157,257,31,6,19,0,89,63,15,109,14,2,0,9,0
1977,peret001,11,6,6,1,2,1,0,0,0,2,0,0,2,0,0,0,0,0
1977,perls101,4,25,22,7,11,0,2,0,0,0,2,0,3,0,0,1,0,0
1977,perls101,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,philm101,4,74,66,17,19,0,1,0,0,5,7,1,10,1,1,0,0,0
1977,philm101,5,33,31,4,5,1,0,0,0,2,1,0,3,0,1,0,0,0
1977,philm101,6,55,52,18,29,4,2,1,0,5,2,0,7,1,1,0,0,0
1977,philm101,11,25,24,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0
1977,piccr001,6,446,419,84,108,12,3,2,0,22,9,0,55,8,1,14,3,0
1977,pinil001,3,4,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
1977,pinil001,7,92,83,28,42,5,0,3,0,7,6,0,11,6,0,1,2,0
1977,pinil001,9,102,93,36,50,5,0,3,0,14,4,2,5,1,0,4,1,0
1977,pinil001,10,163,152,46,79,9,3,6,0,23,9,1,13,4,1,0,1,0
1977,pinil001,11,8,7,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0
1977,plumb101,2,132,114,16,24,5,0,1,0,7,17,1,32,1,0,0,1,0
1977,plumb101,11,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1977,pocob001,2,365,302,91,138,24,1,7,0,39,55,14,25,9,0,4,4,0
1977,pocob001,11,22,19,2,5,0,0,1,1,5,2,1,2,0,1,0,0,0
1977,poqut101,7,259,236,73,103,17,5,1,0,23,14,0,11,3,5,4,0,0
1977,poqut101,8,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,poqut101,9,94,90,25,36,6,1,1,0,10,2,0,7,1,0,0,2,0
1977,poqut101,11,15,12,1,1,0,0,0,0,0,3,2,3,0,0,0,0,0
1977,portd001,2,478,418,115,190,21,3,16,0,60,52,6,68,5,1,1,6,0
1977,portd001,10,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,portd001,11,6,5,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0
1977,pottm101,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,pottm101,11,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1977,poweb101,3,6,5,2,2,0,0,0,0,1,1,0,2,0,0,0,0,0
1977,poweb101,11,47,36,8,8,0,0,0,0,4,11,1,7,0,0,0,0,0
1977,pruir101,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,pruir101,7,74,59,17,19,2,0,0,0,9,11,0,10,3,2,1,1,0
1977,pruir101,8,5,4,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0
1977,pruir101,9,159,142,42,59,7,2,2,0,21,15,0,11,6,0,0,2,0
1977,pruir101,10,2,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0
1977,pruir101,11,8,8,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1977,puhlt001,7,220,191,57,78,11,5,0,0,9,25,0,26,3,1,3,0,0
1977,puhlt001,8,44,38,12,14,2,0,0,0,1,4,0,5,0,0,2,0,0
1977,puhlt001,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1977,pujol001,2,15,15,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0
1977,putnp001,3,14,13,3,4,1,0,0,0,1,1,1,1,1,0,0,0,0
1977,putnp001,10,11,11,4,6,2,0,0,0,2,0,0,3,0,0,0,0,0
1977,putnp001,11,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1977,quirj001,5,5,5,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0
1977,quirj001,7,22,22,4,6,2,0,0,0,1,0,0,1,0,0,0,0,0
1977,quirj001,10,176,164,37,60,12,1,3,0,10,8,2,33,3,2,2,0,0
1977,quirj001,11,30,30,5,5,0,0,0,0,2,0,0,13,0,0,0,0,0
1977,raded101,2,98,86,21,33,7,1,1,0,11,8,0,6,0,0,1,3,0
1977,raded101,11,31,28,9,9,0,0,0,0,5,1,0,4,0,0,2,0,0
1977,raded103,3,24,20,4,4,0,0,0,0,0,3,0,7,1,1,0,0,0
1977,raded103,5,391,331,92,163,22,5,13,0,50,56,2,70,8,1,3,0,0
1977,raded103,9,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,raded103,10,138,119,24,43,4,0,5,0,16,11,1,27,7,2,2,4,0
1977,raded103,11,11,9,0,0,0,0,0,0,1,1,0,3,0,0,0,1,0
1977,ramio101,4,8,8,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,ramio101,6,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1977,ramio101,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,randb101,4,335,301,72,89,13,2,0,0,21,14,0,25,3,7,12,1,0
1977,randb101,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1977,randb101,11,6,5,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1977,randl101,4,87,75,27,37,2,1,2,0,5,10,1,12,1,0,1,1,0
1977,randl101,5,484,424,127,168,20,6,3,0,22,55,2,56,14,2,2,1,0
1977,randl101,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,randl101,8,8,8,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,randl101,11,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,randw001,4,624,551,151,213,28,11,4,0,40,64,1,53,11,1,2,6,0
1977,rasme101,1,83,72,10,15,5,0,0,0,3,5,0,27,0,0,6,0,0
1977,rau-d101,1,81,71,10,11,1,0,0,0,2,5,0,11,2,1,3,1,0
1977,rautl101,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,reedr001,1,20,18,2,3,1,0,0,0,2,1,0,2,1,0,1,0,0
1977,reitk101,5,620,587,153,242,36,1,17,2,79,19,4,74,17,7,5,2,0
1977,remyj001,4,658,574,145,196,19,10,4,0,44,59,2,59,9,2,19,4,0
1977,remyj001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,renks101,1,14,12,2,2,0,0,0,0,0,2,0,7,0,0,0,0,0
1977,rettm101,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,rettm101,7,77,56,14,27,2,1,3,0,10,17,0,13,1,0,2,2,0
1977,rettm101,8,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1977,rettm101,9,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,rettm101,11,84,65,21,28,4,0,1,0,6,16,2,14,1,1,2,0,0
1977,reusj001,1,79,70,12,14,2,0,0,0,6,6,0,26,1,0,3,0,0
1977,reusj001,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1977,reusp101,1,12,11,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
1977,reusr001,1,95,87,18,26,3,1,1,0,8,1,0,18,0,1,6,0,0
1977,reync001,6,454,419,103,133,12,3,4,0,27,15,1,23,7,3,15,2,0
1977,reync001,11,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1977,rhodr001,1,83,77,18,30,3,0,3,0,12,0,0,12,3,0,6,0,0
1977,rhodr001,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,ricej001,7,82,73,25,38,2,1,3,0,8,6,1,12,4,3,0,0,0
1977,ricej001,9,115,103,33,57,7,1,5,0,19,10,3,16,2,0,0,2,0
1977,ricej001,10,513,468,148,287,20,13,31,1,87,37,6,92,15,5,0,3,0
1977,richg001,3,132,123,41,61,6,4,2,0,8,8,1,17,2,1,0,0,0
1977,richg001,7,280,250,65,84,4,6,1,0,8,28,3,34,4,1,1,0,0
1977,richg001,8,158,135,41,55,6,1,2,0,13,21,8,23,2,0,1,1,0
1977,richg001,9,4,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1977,richg001,11,17,14,4,4,0,0,0,0,3,2,0,5,1,0,0,1,0
1977,richj101,1,101,87,20,30,0,2,2,0,7,1,0,28,1,1,11,0,1
1977,rivem001,8,590,561,184,248,18,5,12,0,69,18,4,45,2,4,5,2,0
1977,rivem001,11,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,robed101,1,17,16,1,1,0,0,0,0,1,0,0,5,0,0,0,1,0
1977,robed101,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,robed102,2,177,164,37,55,13,1,1,0,22,8,1,29,3,1,4,0,0
1977,robed102,5,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,robed102,6,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1977,robed102,11,19,16,3,3,0,0,0,0,1,3,0,2,1,0,0,0,0
1977,robel001,7,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1977,robel001,9,13,12,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0
1977,robel001,11,10,10,2,2,0,0,0,0,1,0,0,4,0,0,0,0,0
1977,robib101,3,337,317,96,159,22,1,13,2,61,13,2,66,5,2,4,1,0
1977,robib101,5,50,50,15,31,4,0,4,0,13,0,0,6,2,0,0,0,0
1977,robib101,7,145,130,42,75,6,0,9,0,29,11,1,20,1,1,0,3,0
1977,robib101,8,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1977,robib101,11,9,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1977,robib104,5,44,39,6,8,2,0,0,0,1,4,0,3,1,0,0,1,0
1977,robib104,11,8,8,1,4,0,0,1,0,3,0,0,1,1,0,0,0,0
1977,robic101,6,27,26,6,7,1,0,0,0,1,1,0,6,0,0,0,0,0
1977,robic101,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,rockp101,6,294,261,66,78,9,0,1,0,23,27,2,31,7,3,3,0,0
1977,rockp101,11,3,3,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0
1977,rodra101,5,313,296,66,112,14,1,10,0,31,15,1,34,8,0,1,1,0
1977,rodra101,11,11,10,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0
1977,roges001,1,112,96,10,10,0,0,0,0,3,4,0,27,1,0,12,0,0
1977,rojac101,4,25,23,8,10,2,0,0,0,1,1,0,1,0,0,0,1,0
1977,rojac101,5,109,103,24,33,7,1,0,0,5,5,1,12,4,0,1,0,0
1977,rojac101,10,15,15,5,5,0,0,0,0,2,0,0,2,0,0,0,0,0
1977,rojac101,11,17,15,2,2,0,0,0,0,2,2,1,2,1,0,0,0,0
1977,romee001,6,30,25,7,8,1,0,0,0,2,4,0,3,1,0,1,0,0
1977,roofp101,2,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,rookj101,1,75,70,13,14,1,0,0,0,5,4,0,27,2,0,1,0,0
1977,rosal101,2,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1977,rosal101,3,24,21,4,5,1,0,0,0,2,1,0,2,1,1,0,1,0
1977,rosal101,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,rosed101,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1977,rosed101,4,4,3,2,4,0,1,0,0,1,1,0,0,0,0,0,0,0
1977,rosed101,5,44,38,5,6,1,0,0,0,3,5,1,5,0,0,1,0,0
1977,rosed101,6,21,18,4,7,0,0,1,0,3,3,0,5,0,0,0,0,0
1977,rosed101,11,25,22,7,8,1,0,0,0,1,3,0,2,1,0,0,0,0
1977,rosep001,5,731,654,204,283,38,7,9,0,64,66,7,42,9,5,1,4,1
1977,rosep001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,roysj001,4,140,131,31,43,4,1,2,0,7,7,0,23,2,0,2,0,0
1977,roysj001,5,173,157,29,39,2,1,2,0,10,11,2,22,5,1,3,1,0
1977,roysj001,6,172,151,36,46,4,0,2,0,11,20,1,22,3,0,1,0,0
1977,roysj001,8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1977,roysj001,11,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,rudij101,7,263,233,62,114,12,2,12,1,52,22,4,43,2,4,2,2,0
1977,rudij101,10,9,9,2,6,1,0,1,0,1,0,0,5,0,0,0,0,0
1977,rudok101,2,29,28,7,8,1,0,0,0,2,1,1,7,0,0,0,0,0
1977,rudok101,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,russb001,6,674,634,176,228,28,6,4,0,51,24,1,43,23,2,9,4,1
1977,ruthd001,1,52,45,12,18,1,1,1,0,3,2,0,15,2,0,5,0,0
1977,sadem101,2,135,121,27,37,7,0,1,0,14,12,0,5,2,0,2,0,0
1977,sadem101,11,6,5,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0
1977,sakal001,4,169,154,25,33,2,0,2,0,12,9,0,22,1,0,6,0,0
1977,sambj001,1,13,13,2,2,0,0,0,0,1,0,0,6,0,0,0,0,0
1977,sangm101,2,293,280,81,104,8,3,3,0,26,10,1,17,10,1,1,1,0
1977,sangm101,3,27,26,4,4,0,0,0,0,2,1,1,2,1,0,0,0,0
1977,sangm101,9,36,32,7,9,0,1,0,0,3,1,0,4,2,1,1,1,0
1977,sangm101,10,242,230,63,83,9,1,3,0,27,10,2,12,0,0,0,2,0
1977,sangm101,11,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,sarmm101,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1977,sawyr101,1,27,20,3,3,0,0,0,0,2,5,0,8,0,0,2,0,0
1977,scanp102,4,41,34,6,6,0,0,0,0,3,7,2,7,4,0,0,0,0
1977,scanp102,5,24,23,7,12,2,0,1,0,7,1,0,5,0,0,0,0,0
1977,scanp102,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,scanp102,11,25,21,2,3,1,0,0,0,1,4,1,7,1,0,0,0,0
1977,schad001,1,6,6,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0
1977,schmm001,4,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1977,schmm001,5,660,538,148,311,27,11,38,0,100,104,4,119,10,9,1,8,0
1977,schmm001,6,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,schmm001,11,3,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1977,schub104,1,16,12,2,2,0,0,0,0,0,2,0,5,0,0,2,0,0
1977,scotg102,3,653,584,157,292,26,5,33,1,95,57,4,112,24,6,1,5,0
1977,scotj102,7,90,83,21,25,4,0,0,0,4,5,0,15,3,0,2,0,0
1977,scotj102,8,156,149,35,46,5,0,2,0,11,3,0,25,1,0,4,0,0
1977,scotj102,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,scotr101,4,273,233,63,73,4,3,0,0,14,33,0,33,1,2,4,1,0
1977,scotr101,5,17,15,3,3,0,0,0,0,0,1,0,3,0,1,0,0,0
1977,scotr101,6,116,107,25,27,0,1,0,0,6,8,0,12,0,0,0,1,0
1977,scotr101,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,scotr101,11,10,8,3,3,0,0,0,0,0,1,0,2,0,0,1,0,0
1977,scott001,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,scott001,8,298,263,81,111,15,3,3,0,38,30,4,38,5,3,2,0,0
1977,scott001,9,22,19,3,3,0,0,0,0,1,3,0,5,0,0,0,0,0
1977,scott001,11,10,9,1,2,1,0,0,0,2,0,0,5,0,0,0,1,0
1977,scric101,4,16,14,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0
1977,scric101,5,4,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
1977,scric101,6,60,54,4,4,0,0,0,0,2,3,0,7,1,0,3,0,0
1977,seavt001,1,104,86,17,27,1,0,3,0,9,4,0,33,2,0,13,1,0
1977,sembm101,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,sembm101,11,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1977,seoam101,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,sextj101,6,40,37,8,14,1,1,1,0,3,2,0,6,1,0,1,0,0
1977,shelb101,4,13,13,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1977,shelb101,10,54,44,11,16,3,1,0,0,2,4,0,5,0,0,5,1,0
1977,shelb101,11,9,7,1,1,0,0,0,0,1,2,0,4,0,0,0,0,0
1977,shirb001,1,80,74,9,11,2,0,0,0,2,2,0,34,1,0,4,0,0
1977,shopt101,7,15,14,3,6,0,0,1,0,2,1,0,1,0,0,0,0,0
1977,shopt101,8,45,41,8,11,3,0,0,0,2,3,0,4,0,0,1,0,0
1977,shopt101,9,5,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1977,shopt101,11,14,10,2,2,0,0,0,0,0,4,0,1,0,0,0,0,0
1977,siebp101,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,simmt001,2,589,506,162,256,25,3,21,0,91,77,25,37,20,2,0,4,0
1977,simmt001,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,simmt001,11,9,7,2,2,0,0,0,0,4,2,0,0,0,0,0,0,0
1977,simpj101,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,simpj101,7,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1977,simpj101,8,12,12,2,2,0,0,0,0,0,0,0,2,1,0,0,0,0
1977,simpj101,9,10,9,2,2,0,0,0,0,1,1,0,2,0,0,0,0,0
1977,singk001,9,645,532,175,270,23,0,24,1,99,105,12,101,15,2,0,6,0
1977,singk001,10,5,4,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0
1977,singk001,11,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1977,sizet101,4,579,518,146,184,20,3,4,0,47,51,21,40,25,1,5,4,0
1977,sizet101,11,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1977,skagd101,2,245,215,61,74,8,1,1,0,24,20,0,34,2,0,8,2,0
1977,skagd101,11,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1977,smalr001,6,679,583,135,184,21,5,6,0,56,74,1,89,12,1,15,6,0
1977,smalr001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,smitb101,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,smitb101,4,402,359,78,106,12,2,4,0,27,32,1,70,3,1,9,1,0
1977,smitb101,6,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1977,smitb101,11,5,5,1,4,0,0,1,0,2,0,0,1,0,0,0,0,0
1977,smitk101,7,75,64,14,22,2,0,2,0,6,4,0,7,0,2,5,0,0
1977,smitk101,11,3,3,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0
1977,smitr101,8,15,12,2,3,1,0,0,0,0,3,0,2,0,0,0,0,0
1977,smitr101,9,580,470,147,277,26,4,32,0,85,99,11,70,5,3,1,7,0
1977,smitr101,11,8,6,1,1,0,0,0,0,2,2,0,4,0,0,0,0,0
1977,smitt102,7,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,smitt102,9,17,17,5,8,1,1,0,0,2,0,0,2,0,0,0,0,0
1977,smitt102,11,8,8,2,2,0,0,0,0,2,0,0,3,0,0,0,0,0
1977,sodee101,5,502,447,124,223,18,3,25,0,66,47,5,46,15,4,2,2,0
1977,sodee101,10,11,10,4,6,2,0,0,0,1,0,0,1,0,0,0,1,0
1977,sodee101,11,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,solat101,3,339,282,64,111,14,0,11,0,43,52,6,65,5,0,1,4,0
1977,solat101,10,23,22,6,9,0,0,1,0,4,0,0,6,0,0,1,0,0
1977,solat101,11,24,20,8,15,1,0,2,0,6,4,0,6,1,0,0,0,0
1977,soloe101,1,35,31,4,4,0,0,0,0,1,3,0,9,0,0,1,0,0
1977,sosae101,1,5,4,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1977,sotom001,1,17,13,1,1,0,0,0,0,1,1,0,3,0,1,1,1,0
1977,speic001,6,619,546,128,186,31,6,5,0,38,67,3,81,14,1,3,2,0
1977,speic001,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,spenj101,3,512,467,115,187,16,1,18,2,69,36,11,49,11,2,2,5,0
1977,spenj101,11,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,sperr101,4,66,60,14,20,3,0,1,0,5,6,1,8,1,0,0,0,0
1977,sperr101,5,17,14,1,1,0,0,0,0,0,2,0,5,0,0,1,0,0
1977,sperr101,6,49,45,6,6,0,0,0,0,3,3,1,8,2,0,0,1,0
1977,sperr101,11,11,10,3,3,0,0,0,0,1,1,0,2,1,0,0,0,0
1977,spikc101,9,97,85,20,31,2,0,3,0,9,9,0,16,3,2,0,1,0
1977,spikc101,10,6,4,1,1,0,0,0,0,1,2,0,1,0,0,0,0,0
1977,spikc101,11,6,6,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1977,spild001,1,21,17,2,2,0,0,0,0,1,4,0,12,0,0,0,0,0
1977,squim001,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,squim001,11,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,stags101,4,330,290,75,104,11,6,2,0,28,36,0,36,2,0,3,1,0
1977,stags101,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,stair101,5,122,116,29,44,9,0,2,0,11,4,0,19,2,0,2,0,0
1977,stair101,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,stair101,11,6,6,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,stand101,1,54,47,9,12,0,0,1,1,5,2,0,10,0,0,4,1,0
1977,stanf101,4,11,7,1,1,0,0,0,0,1,4,0,1,0,0,0,0,0
1977,stanf101,5,9,9,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0
1977,stanf101,6,36,30,9,12,0,0,1,0,6,4,0,3,0,0,2,0,0
1977,stanl102,7,32,30,10,22,0,0,4,0,6,2,0,8,0,0,0,0,0
1977,stanl102,9,331,301,81,155,18,1,18,0,63,21,1,81,5,5,1,3,0
1977,stanl102,10,130,113,30,50,5,0,5,0,19,17,1,23,1,0,0,0,0
1977,stanl102,11,12,10,4,5,1,0,0,0,2,2,0,3,2,0,0,0,0
1977,stanm101,3,10,10,5,9,1,0,1,0,1,0,0,0,0,0,0,0,0
1977,stanm101,6,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,stanm101,7,28,26,6,11,2,0,1,0,6,1,0,2,0,0,1,0,0
1977,stanm101,8,30,27,6,10,1,0,1,0,3,2,0,7,0,0,0,1,0
1977,stanm101,9,155,141,30,49,5,1,4,0,10,13,1,20,4,0,0,1,0
1977,stanm101,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,stanm101,11,16,13,3,6,0,0,1,0,3,2,1,0,2,0,0,1,0
1977,starw101,3,210,176,49,100,12,0,13,0,32,29,8,50,4,3,0,2,0
1977,starw101,11,12,10,2,2,0,0,0,0,3,2,2,5,0,0,0,0,0
1977,staur001,10,693,621,173,279,34,3,22,0,101,59,4,46,27,1,2,10,0
1977,staur001,11,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,steaj001,2,489,403,104,166,24,1,12,1,54,73,6,69,10,7,1,4,1
1977,steaj001,3,20,19,3,4,1,0,0,0,0,1,0,4,4,0,0,0,0
1977,steaj001,11,12,9,1,1,0,0,0,0,1,3,1,3,1,0,0,0,0
1977,steib001,5,585,541,140,208,25,5,11,0,62,29,2,75,14,5,4,6,0
1977,steib001,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1977,steib001,10,13,13,4,11,1,0,2,0,5,0,0,3,0,0,0,0,0
1977,steib001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,stenr101,4,487,450,150,193,20,4,5,0,51,29,4,24,7,2,3,3,0
1977,stenr101,11,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,stilr102,3,4,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
1977,stilr102,7,50,45,12,19,2,1,1,0,9,4,0,6,1,0,0,1,0
1977,stilr102,9,15,14,4,5,1,0,0,0,0,1,0,1,0,0,0,0,0
1977,stilr102,10,49,42,6,16,4,0,2,0,4,7,1,8,0,0,0,0,0
1977,stilr102,11,19,16,3,3,0,0,0,0,0,3,0,4,0,0,0,0,0
1977,stinb101,2,333,283,77,114,11,1,8,0,32,36,4,44,9,6,5,2,1
1977,stinb101,10,4,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1977,stinb101,11,11,11,2,2,0,0,0,0,0,0,0,5,1,0,0,0,0
1977,strob101,1,4,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1977,summc001,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,summc001,7,9,7,2,3,1,0,0,0,0,2,1,3,0,0,0,0,0
1977,summc001,9,32,30,4,9,2,0,1,0,3,1,0,5,1,0,0,1,0
1977,summc001,11,42,38,6,13,1,0,2,0,3,3,0,8,2,1,0,0,0
1977,sundj001,2,531,451,131,175,20,3,6,0,63,53,0,77,8,2,20,5,0
1977,sundj001,11,2,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
