YEAR,RESP_PIT_ID,RESP_PIT_HAND_CD,RESP_BAT_HAND_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
2002,woods001,R,R,50,42,10,18,2,0,2,0,8,6,0,9,1,2,0,0,0
2002,worrt002,R,L,122,103,21,32,4,2,1,0,17,18,2,29,4,0,0,1,0
2002,worrt002,R,R,174,156,34,49,9,0,2,0,9,12,0,26,1,0,3,3,0
2002,wrigd001,R,L,471,413,106,183,23,0,18,0,58,42,1,83,8,4,6,6,0
2002,wrigd001,R,R,384,348,94,160,20,2,14,1,47,29,0,53,8,2,1,4,0
2002,wrigj001,R,L,289,230,62,101,12,0,9,1,31,51,7,38,5,3,2,3,0
2002,wrigj001,R,R,296,254,68,106,14,0,8,1,44,24,2,39,11,8,7,3,0
2002,wrigj002,R,L,64,48,22,32,7,0,1,0,15,13,0,4,0,2,0,1,0
2002,wrigj002,R,R,52,44,18,28,4,0,2,0,17,6,0,8,1,0,0,2,0
2002,wunsk001,L,L,84,72,15,20,2,0,1,0,13,8,0,15,3,3,1,0,0
2002,wunsk001,L,R,54,41,11,19,2,0,2,0,9,11,1,7,2,2,0,0,0
2002,yan-e001,R,L,150,128,35,70,7,2,8,0,27,20,1,23,2,0,1,1,0
2002,yan-e001,R,R,155,142,35,46,5,0,2,0,8,9,0,30,2,3,1,0,0
2002,yoshm001,R,L,249,224,56,76,5,0,5,0,22,22,1,32,7,1,0,2,0
2002,yoshm001,R,R,304,283,87,141,22,1,10,0,36,10,1,42,11,3,4,3,1
2002,zambc001,R,L,203,163,34,52,8,2,2,0,19,35,2,38,5,2,3,0,0
2002,zambc001,R,R,274,237,60,88,7,0,7,0,28,28,0,55,5,2,6,1,0
2002,zambv001,R,L,240,195,57,90,13,1,6,0,28,41,4,31,4,1,2,1,0
2002,zambv001,R,R,279,237,63,108,14,2,9,1,48,27,1,42,7,3,5,7,0
2002,zeilt001,R,L,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2002,zeilt001,R,R,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,zerbc001,L,L,99,85,21,26,5,0,0,0,8,9,0,13,1,2,3,0,0
2002,zerbc001,L,R,141,125,31,45,1,2,3,0,16,12,2,13,9,2,1,1,0
2002,zitob001,L,L,194,171,47,75,5,1,7,0,14,20,0,34,3,1,1,1,0
2002,zitob001,L,R,745,665,135,209,19,2,17,0,54,58,2,148,13,8,8,6,0
